period,agency,record,record_label,approp,allot_ps,allot_mode,allot_co,allot_tot,oblig_ps,oblig_mode,oblig_co,oblig_tot,uoblig_ps,uoblig_mode,uoblig_co,uoblig_tot,obligrate
2013_Q1,National Economic and Development Authority,budget,National Economic and Development Authority,5434429,1532873,3560923,340633,5434429,138266,187390,2826,328482,1394607,3373533,337807,5105947,0.0604
2013_Q1,National Economic and Development Authority,budget_curr,      Current Year Budget,5126417,1532873,3439507,154037,5126417,138266,65974,2826,207066,1394607,3373533,151211,4919351,
2013_Q1,National Economic and Development Authority,budget_agency,            Agency Specific Budget,4959736,1394219,3411480,154037,4959736,126647,65974,2826,195447,1267572,3345506,151211,4764289,
2013_Q1,National Economic and Development Authority,budget_spf,            Special Purpose Funds,18084,18084,-,-,18084,3804,-,-,3804,14280,-,-,14280,
2013_Q1,National Economic and Development Authority,budget_automatic,            Automatic Appro,148597,120570,28027,-,148597,7815,-,-,7815,112755,28027,-,140782,
2013_Q1,National Economic and Development Authority,contappro,     Continuing Appro,308012,-,121416,186596,308012,-,121416,-,121416,-,-,186596,186596,
2013_Q1,National Economic and Development Authority,contappro_end,            Unobligated Allotment as of 12/31/11,121416,-,121416,-,121416,-,121416,-,121416,-,-,-,-,
2013_Q1,National Economic and Development Authority,contappro_fy,            Allotment Releases in FY 2012,186596,-,-,186596,186596,-,-,-,-,-,-,186596,186596,
2013_Q1,Presidential Communications Operations Office,budget,Presidential Communications Operations Office,1325022,622810,463447,117027,1203284,25626,67016,18800,111442,597184,396431,98227,1091842,0.0926
2013_Q1,Presidential Communications Operations Office,budget_curr,      Current Year Budget,1319648,622810,461532,113568,1197910,25626,65101,15341,106068,597184,396431,98227,1091842,
2013_Q1,Presidential Communications Operations Office,budget_agency,            Agency Specific Budget,1252238,561700,461532,113568,1136800,23499,65101,15341,103941,538201,396431,98227,1032859,
2013_Q1,Presidential Communications Operations Office,budget_spf,            Special Purpose Funds,7515,7515,-,-,7515,-,-,-,-,7515,-,-,7515,
2013_Q1,Presidential Communications Operations Office,budget_automatic,            Automatic Appro,59895,53595,-,-,53595,2127,-,-,2127,51468,-,-,51468,
2013_Q1,Presidential Communications Operations Office,contappro,     Continuing Appro,5374,-,1915,3459,5374,-,1915,3459,5374,-,-,-,-,
2013_Q1,Presidential Communications Operations Office,contappro_end,            Unobligated Allotment as of 12/31/11,5374,-,1915,3459,5374,-,1195,3459,5374,-,-,-,,
2013_Q1,Presidential Communications Operations Office,contappro_fy,            Allotment Releases in FY 2012,-,-,-,-,-,-,-,-,,-,-,-,-,
2013_Q1,Other Executive Office,budget,Other Executive Office,12047836,3687654,6271730,1339433,11298817,722611,1064680,222533,2009824,2965043,5207050,1116900,9288993,0.1779
2013_Q1,Other Executive Office,budget_curr,      Current Year Budget,11143332,3687654,5416240,1290419,10394313,717958,500249,176019,1394226,2969696,4915991,1114400,9000087,
2013_Q1,Other Executive Office,budget_agency,            Agency Specific Budget,9445661,3362431,4417188,1288857,9068476,644213,462738,176019,1282970,2718218,3954450,1112838,7785506,
2013_Q1,Other Executive Office,budget_spf,            Special Purpose Funds,118122,23472,93250,1400,118122,15917,18938,-,34855,7555,74312,1400,83267,
2013_Q1,Other Executive Office,budget_automatic,            Automatic Appro,1569549,301751,905802,162,1207715,"57,828,",18573,-,76401,243923,887229,162,1131314,
2013_Q1,Other Executive Office,contappro,     Continuing Appro,904504,-,855490,49014,904504,4653,564431,46514,615598,-4653,291059,2500,288906,
2013_Q1,Other Executive Office,contappro_end,            Unobligated Allotment as of 12/31/11,513861,-,467347,46514,513861,4653,462694,46514,513861,-4653,4653,-,-,
2013_Q1,Other Executive Office,contappro_fy,            Allotment Releases in FY 2012,390643,-,388143,2500,390643,-,101737,-,101737,-,286406,2500,288906,
2013_Q1,Autonomous Region in Muslim Mindanao ,budget,Autonomous Region in Muslim Mindanao ,14870451,9215068,2466778,2502007,14183853,"1,29,016",464018,60971,1824005,7916052,2002760,2441036,12359848,0.1286
2013_Q1,Autonomous Region in Muslim Mindanao ,budget_curr,      Current Year Budget,14812155,9215068,2466778,2443711,14125557,1299016,464018,2675,1765709,7916052,2002760,2441036,12359848,
2013_Q1,Autonomous Region in Muslim Mindanao ,budget_agency,            Agency Specific Budget,13884059,8982070,2458278,2443711,13884059,1193441,464018,2675,1660134,7788629,1994260,2441036,12223925,
2013_Q1,Autonomous Region in Muslim Mindanao ,budget_spf,            Special Purpose Funds,40199,31699,8500,-,40199,6271,-,-,6271,25428,8500,-,33928,
2013_Q1,Autonomous Region in Muslim Mindanao ,budget_automatic,            Automatic Appro,887897,201299,-,-,201299,99304,-,-,99304,101995,-,-,101995,
2013_Q1,Autonomous Region in Muslim Mindanao ,contappro,     Continuing Appro,58296,-,-,58296,58296,-,-,58296,58296,-,-,-,-,
2013_Q1,Autonomous Region in Muslim Mindanao ,contappro_end,            Unobligated Allotment as of 12/31/11,22319,-,-,22319,22319,-,-,22319,22319,-,-,-,-,
2013_Q1,Autonomous Region in Muslim Mindanao ,contappro_fy,            Allotment Releases in FY 2012,35977,- ,-,35977,35977,-,-,35977,35977,-,-,-,-,
2013_Q1,Joint Legislative-Executive Councils ,budget,Joint Legislative-Executive Councils ,2137,1625,512,-,2137,-,-,-,-,1625,512,-,2137,0
2013_Q1,Joint Legislative-Executive Councils ,budget_curr,      Current Year Budget,2137,1625,512,-,2137,-,-,-,-,1625,512,-,2137,
2013_Q1,Joint Legislative-Executive Councils ,budget_agency,            Agency Specific Budget,2137,1625,512,-,2137,-,-,-,-,1625,512,-,2137,
2013_Q1,Joint Legislative-Executive Councils ,budget_spf,            Special Purpose Funds,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2013_Q1,Joint Legislative-Executive Councils ,budget_automatic,            Automatic Appro,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2013_Q1,Joint Legislative-Executive Councils ,contappro,     Continuing Appro,-,- ,-,-,-,,-,-,-, -,-,-,-,
2013_Q1,Joint Legislative-Executive Councils ,contappro_end,            Unobligated Allotment as of 12/31/11,-,- ,-,`,-,- ,-,-,-,- ,-,-,-,
2013_Q1,Joint Legislative-Executive Councils ,contappro_fy,            Allotment Releases in FY 2012,- ,- , -, -, -, -, -, -, -,- ,- , -, -,
2013_Q1,The Judiciary ,budget,The Judiciary ,18031732,13988907,3778191,264634,18031732,3192448,668073,24892,3885413,10796459,3110118,239742,14146319,0.2155
2013_Q1,The Judiciary ,budget_curr,      Current Year Budget,17986195,13988907,3736270,261018,17986195,3171428,647172,21276,3839876,10817479,3089098,239742,14146319,
2013_Q1,The Judiciary ,budget_agency,            Agency Specific Budget,17006107,13008819,3736270,261018,17006107,2962084,647172,21276,3630532,10046735,3089098,239742,13735575,
2013_Q1,The Judiciary ,budget_spf,            Special Purpose Funds,215339,215339,-,-,215339,8888,-,-,8888,206451,-,-,209451,
2013_Q1,The Judiciary ,budget_automatic,            Automatic Appro,"764,749,",764749,-,-,764749,200456,-,-,200456,564293,-,-,564293,
2013_Q1,The Judiciary ,contappro,     Continuing Appro,45537,- ,41921,3616,45537,21020,20901,3616,45537,-21020,21020,-,-,
2013_Q1,The Judiciary ,contappro_end,            Unobligated Allotment as of 12/31/11,45537,-,41921,3616,45537,21020,20901,3616,45537,-21020,21020,-,-,
2013_Q1,The Judiciary ,contappro_fy,            Allotment Releases in FY 2012, -,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,
2013_Q1,Civil Service Commission ,budget,Civil Service Commission ,1003304,825057,172208,6039,1003304,157271,27000,44,184315,667786,145208,5995,818989,0.1837
2013_Q1,Civil Service Commission ,budget_curr,      Current Year Budget,1003304,825057,172208,6039,1003304,157271,27000,44,184315,667786,145208,5995,818989,
2013_Q1,Civil Service Commission ,budget_agency,            Agency Specific Budget,934679,756432,172208,6039,934679,146511,27000,44,173555,609921,145208,5995,761124,
2013_Q1,Civil Service Commission ,budget_spf,            Special Purpose Funds,10368,10368,-,-,10368,2055,-,-,2055,8313,-,-,8313,
2013_Q1,Civil Service Commission ,budget_automatic,            Automatic Appro,58257,58257,-,-,58257,8705,-,-,8705,49552,-,-,49552,
2013_Q1,Civil Service Commission ,contappro,     Continuing Appro,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2013_Q1,Civil Service Commission ,contappro_end,            Unobligated Allotment as of 12/31/11,-,-,-,-,-,-,-,-,-,-,-,-,-,
2013_Q1,Civil Service Commission ,contappro_fy,            Allotment Releases in FY 2012,,,,,,,,,,,,,,-
2013_Q1,Commission on Audit ,budget,Commission on Audit ,8149576,7633527,312719,203330,8149576,-,-,-,-,7633527,312719,203330,8149576,0
2013_Q1,Commission on Audit ,budget_curr,      Current Year Budget,8149576,7633527,312719,203330,8149576,-,-,-,-,7633527,312719,203330,8149576,
2013_Q1,Commission on Audit ,budget_agency,            Agency Specific Budget,7645389,7129340,312719,203330,7645389,-,-,-,-,7129340,312719,203330,7645389,
2013_Q1,Commission on Audit ,budget_spf,            Special Purpose Funds,46500,46500,-,-,46500,-,-,-,-,46500,-,-,46500,
2013_Q1,Commission on Audit ,budget_automatic,            Automatic Appro,457687,457687,-,-,457687,-,-,-,-,457687,-,-,457687,
2013_Q1,Commission on Audit ,contappro,     Continuing Appro,-,-,-,-,-,-,-,-,-,-,-,-,-,
2013_Q1,Commission on Audit ,contappro_end,            Unobligated Allotment as of 12/31/11,-,-,-,-,-,-,-,-,-,-,-,-,-,
2013_Q1,Commission on Audit ,contappro_fy,            Allotment Releases in FY 2012,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2013_Q1,Commission on Elections ,budget,Commission on Elections ,8437206,5008616,3426590,2000,8437206,-,-,-,-,5008616,3426590,2000,8437206,0
2013_Q1,Commission on Elections ,budget_curr,      Current Year Budget,8437206,5008616,3426590,2000,8437206,-,-,-,-,5008616,3426590,2000,8437206,
2013_Q1,Commission on Elections ,budget_agency,            Agency Specific Budget,8265743,4837153,3426590,2000,8265743,-,-,-,-,4837153,3426590,2000,8265743,
2013_Q1,Commission on Elections ,budget_spf,            Special Purpose Funds,20708,20708,-,-,20708,-,-,-,-,20708,-,-,20708,
2013_Q1,Commission on Elections ,budget_automatic,            Automatic Appro,150755,150755,-,-,150755,-,-,-,-,150755,-,-,150755,
2013_Q1,Commission on Elections ,contappro,     Continuing Appro,-,-,-,-,-,-,-,-,-,-,-,-,-,
2013_Q1,Commission on Elections ,contappro_end,            Unobligated Allotment as of 12/31/11,-,-,-,-,-,-,-,-,-,-,-,-,-,
2013_Q1,Commission on Elections ,contappro_fy,            Allotment Releases in FY 2012,-,-,-,-,-,-,-,-,-,-,-,-,-,
2013_Q1,Office of the Ombudsman ,budget,Office of the Ombudsman ,1748866,1448586,215518,84762,1748866,568869,61212,19950,650031,879717,154306,64812,1098835,0.3717
2013_Q1,Office of the Ombudsman ,budget_curr,      Current Year Budget,1728416,1448586,195729,84101,1728416,553076,57216,19289,629581,895510,138513,64812,1098835,
2013_Q1,Office of the Ombudsman ,budget_agency,            Agency Specific Budget,1666400,1386570,195729,84101,1666400,509802,57216,16122,583140,876768,138513,67979,1083260,
2013_Q1,Office of the Ombudsman ,budget_spf,            Special Purpose Funds,-,-,-,-,-,-,-,-,-,-,-,-,-,
2013_Q1,Office of the Ombudsman ,budget_automatic,            Automatic Appro,62016,62016,-,-,62016,43274,-,3167,46441,18742,-,-3167,15575,
2013_Q1,Office of the Ombudsman ,contappro,     Continuing Appro,20450,-,19789,661,20450,15793,3996,661,20450,-15793,15793,-,-,
2013_Q1,Office of the Ombudsman ,contappro_end,            Unobligated Allotment as of 12/31/11,20450,-,19789,661,20450,15793,3996,661,20450,-15793,15793,-,-,
2013_Q1,Office of the Ombudsman ,contappro_fy,            Allotment Releases in FY 2012,-,-,-,-,-,-,-,-,-,-,-,-,-,
2013_Q1,Commission on Human Rights ,budget,Commission on Human Rights ,319902,248595,69663,1644,319902,-,-,-,-,248595,69663,1644,319902,0
2013_Q1,Commission on Human Rights ,budget_curr,      Current Year Budget,319902,248595,69663,1644,319902,-,-,-,-,248595,69663,1644,319902,
2013_Q1,Commission on Human Rights ,budget_agency,            Agency Specific Budget,298188,226881,69663,1644,298188,-,-,-,-,226881,69663,1644,298188,
2013_Q1,Commission on Human Rights ,budget_spf,            Special Purpose Funds,998,998,-,-,998,-,-,-,-,998,-,-,998,
2013_Q1,Commission on Human Rights ,budget_automatic,            Automatic Appro,20716,20716,-,-,20716,-,-,-,-,20716,-,-,20716,
2013_Q1,Commission on Human Rights ,contappro,     Continuing Appro,-,-,-,-,-,-,-,-,-,-,-,-,-,
2013_Q1,Commission on Human Rights ,contappro_end,            Unobligated Allotment as of 12/31/11,-,-,-,-,-,-,-,-,-,-,-,-,-,
